event_id,image_id,timestamp,event_type,score,severity,explanation,action_hint
evt_c04e39d2e4,img_2d74745232,2026-06-09T07:36:26,IMAGE_PROCESSED,233.55,NORMAL,"Image was received, saved, preprocessed, and registered as visual data.",Continue monitoring or pass the image to Lab 7 object detection.
evt_b10eaf016d,img_e35d0bf94d,2026-06-09T07:36:26,IMAGE_PROCESSED,233.55,NORMAL,"Image was received, saved, preprocessed, and registered as visual data.",Continue monitoring or pass the image to Lab 7 object detection.
evt_7eb5db1e9e,vid_57a5cb6ca5,2026-06-09T07:36:28,VIDEO_RECORDED,10,NORMAL,Recorded a short video clip with 10 frames.,Use the video clip for later review or image analysis.
evt_e566869fba,img_494650f8dd,2026-06-09T07:36:29,IMAGE_PROCESSED,233.55,NORMAL,"Image was received, saved, preprocessed, and registered as visual data.",Continue monitoring or pass the image to Lab 7 object detection.
evt_68a81b101c,img_494650f8dd,2026-06-09T07:36:29,MOTION_DETECTED,1162.0,WARNING,Frame difference exceeded threshold.,Review captured image and keep the event in the dashboard.
evt_d51ffddafb,img_1457d64a4a,2026-06-10T08:10:05,IMAGE_PROCESSED,233.51,NORMAL,"Image was received, saved, preprocessed, and registered as visual data.",Continue monitoring or pass the image to Lab 7 object detection.
evt_5442455025,img_dc622448e2,2026-06-10T08:10:05,IMAGE_PROCESSED,233.51,NORMAL,"Image was received, saved, preprocessed, and registered as visual data.",Continue monitoring or pass the image to Lab 7 object detection.
evt_04437e5f08,vid_1b07120879,2026-06-10T08:10:06,VIDEO_RECORDED,10,NORMAL,Recorded a short video clip with 10 frames.,Use the video clip for later review or image analysis.
evt_75ea7a1aa7,img_76c052ed63,2026-06-10T08:10:07,IMAGE_PROCESSED,233.51,NORMAL,"Image was received, saved, preprocessed, and registered as visual data.",Continue monitoring or pass the image to Lab 7 object detection.
evt_52c6860baa,img_76c052ed63,2026-06-10T08:10:07,MOTION_DETECTED,1162.0,WARNING,Frame difference exceeded threshold.,Review captured image and keep the event in the dashboard.
evt_18d89789e6,img_dcced84251,2026-06-10T08:13:06,IMAGE_PROCESSED,168.37,NORMAL,"Image was received, saved, preprocessed, and registered as visual data.",Continue monitoring or pass the image to Lab 7 object detection.
evt_09062770e1,vid_74980f7f2a,2026-06-10T08:14:01,VIDEO_RECORDED,42,NORMAL,Recorded a short video clip with 42 frames.,Use the video clip for later review or image analysis.
evt_97a5f0a95e,img_1051f36e29,2026-06-10T08:45:25,IMAGE_QUALITY_OK,155.41,NORMAL,"Brightness=155.4, Blur=141.3: chất lượng ảnh tốt.",Tiếp tục pipeline hoặc gửi ảnh sang Lab 7 object detection.,brightness 60-220 AND blur_score >= 80
evt_5bc0c4e3e3,img_79e39331b1,2026-06-10T08:45:25,IMAGE_QUALITY_OK,155.57,NORMAL,"Brightness=155.6, Blur=133.0: chất lượng ảnh tốt.",Tiếp tục pipeline hoặc gửi ảnh sang Lab 7 object detection.,brightness 60-220 AND blur_score >= 80
evt_96b96997b2,img_922ab8b16a,2026-06-10T08:45:25,BLURRY_IMAGE,156.3,WARNING,"Blur score=2.0 < 80: ảnh mờ, camera có thể bị rung.",Kiểm tra camera bị rung hoặc lấy nét sai.,blur_score < 80
evt_7c106dfc19,img_eae82b8bb5,2026-06-10T08:45:25,IMAGE_QUALITY_OK,156.73,NORMAL,"Brightness=156.7, Blur=159.6: chất lượng ảnh tốt.",Tiếp tục pipeline hoặc gửi ảnh sang Lab 7 object detection.,brightness 60-220 AND blur_score >= 80
evt_00505860a3,img_ebb74a7bf5,2026-06-10T08:45:25,IMAGE_QUALITY_OK,157.82,NORMAL,"Brightness=157.8, Blur=160.9: chất lượng ảnh tốt.",Tiếp tục pipeline hoặc gửi ảnh sang Lab 7 object detection.,brightness 60-220 AND blur_score >= 80
evt_32cb3bd1b6,img_85e060c793,2026-06-10T08:45:25,IMAGE_QUALITY_OK,155.39,NORMAL,"Brightness=155.4, Blur=159.9: chất lượng ảnh tốt.",Tiếp tục pipeline hoặc gửi ảnh sang Lab 7 object detection.,brightness 60-220 AND blur_score >= 80
evt_a823736264,img_40064fc64b,2026-06-10T08:45:25,IMAGE_QUALITY_OK,157.53,NORMAL,"Brightness=157.5, Blur=153.8: chất lượng ảnh tốt.",Tiếp tục pipeline hoặc gửi ảnh sang Lab 7 object detection.,brightness 60-220 AND blur_score >= 80
evt_e3f03eaa15,img_8d014cdd39,2026-06-10T08:45:25,IMAGE_QUALITY_OK,157.67,NORMAL,"Brightness=157.7, Blur=161.7: chất lượng ảnh tốt.",Tiếp tục pipeline hoặc gửi ảnh sang Lab 7 object detection.,brightness 60-220 AND blur_score >= 80
evt_a039687b3c,img_2cfa0a4766,2026-06-10T08:45:25,IMAGE_QUALITY_OK,156.5,NORMAL,"Brightness=156.5, Blur=154.1: chất lượng ảnh tốt.",Tiếp tục pipeline hoặc gửi ảnh sang Lab 7 object detection.,brightness 60-220 AND blur_score >= 80
evt_53d65f47fa,vid_6647b44662,2026-06-10T08:45:26,VIDEO_RECORDED,10,NORMAL,Đã ghi video 1s với 10 frames.,Dùng video để review sau hoặc trích frame cho Lab 7.,record_video seconds=1
evt_15a44209dc,img_e508b2d3db,2026-06-10T08:45:27,IMAGE_QUALITY_OK,157.25,NORMAL,"Brightness=157.2, Blur=148.2: chất lượng ảnh tốt.",Tiếp tục pipeline hoặc gửi ảnh sang Lab 7 object detection.,brightness 60-220 AND blur_score >= 80
evt_25a1b7ccfe,img_e508b2d3db,2026-06-10T08:45:27,NO_SIGNIFICANT_MOTION,0.0,NORMAL,Không phát hiện chuyển động đáng kể. score=0.0 < min_area=500.,Giảm motion_threshold hoặc min_area nếu muốn nhạy hơn.,motion_score < min_area=500
evt_04db50cc8a,img_bea07bf147,2026-06-10T08:45:28,IMAGE_QUALITY_OK,157.25,NORMAL,"Brightness=157.2, Blur=148.2: chất lượng ảnh tốt.",Tiếp tục pipeline hoặc gửi ảnh sang Lab 7 object detection.,brightness 60-220 AND blur_score >= 80
evt_a84045e59c,img_bea07bf147,2026-06-10T08:45:28,NO_SIGNIFICANT_MOTION,0.0,NORMAL,Không phát hiện chuyển động đáng kể. score=0.0 < min_area=800.,Giảm motion_threshold hoặc min_area nếu muốn nhạy hơn.,motion_score < min_area=800
evt_c954a50eb8,img_c68e804d86,2026-06-10T08:45:29,IMAGE_QUALITY_OK,157.25,NORMAL,"Brightness=157.2, Blur=148.2: chất lượng ảnh tốt.",Tiếp tục pipeline hoặc gửi ảnh sang Lab 7 object detection.,brightness 60-220 AND blur_score >= 80
evt_7e747ac1bd,img_c68e804d86,2026-06-10T08:45:29,NO_SIGNIFICANT_MOTION,0.0,NORMAL,Không phát hiện chuyển động đáng kể. score=0.0 < min_area=1500.,Giảm motion_threshold hoặc min_area nếu muốn nhạy hơn.,motion_score < min_area=1500
evt_4f98b38e03,img_cafff8be15,2026-06-10T08:46:22,IMAGE_QUALITY_OK,162.88,NORMAL,"Brightness=162.9, Blur=139.9: chất lượng ảnh tốt.",Tiếp tục pipeline hoặc gửi ảnh sang Lab 7 object detection.,brightness 60-220 AND blur_score >= 80
evt_f4a6d4ef2e,img_cafff8be15,2026-06-10T08:46:22,MOTION_DETECTED,1446.5,WARNING,Frame diff score=1446.5 >= min_area=800. Chuyển động đáng kể.,Xem ảnh chụp và motion mask. Điều chỉnh min_area nếu bị false positive.,motion_score >= min_area=800 AND threshold=25
evt_2c5a596c49,img_a577eeb084,2026-06-10T08:46:31,IMAGE_QUALITY_OK,159.31,NORMAL,"Brightness=159.3, Blur=137.4: chất lượng ảnh tốt.",Tiếp tục pipeline hoặc gửi ảnh sang Lab 7 object detection.,brightness 60-220 AND blur_score >= 80
evt_5098f0d7c6,img_a577eeb084,2026-06-10T08:46:31,MOTION_DETECTED,2817.0,WARNING,Frame diff score=2817.0 >= min_area=800. Chuyển động đáng kể.,Xem ảnh chụp và motion mask. Điều chỉnh min_area nếu bị false positive.,motion_score >= min_area=800 AND threshold=25
evt_fb7ba013a0,img_49054198b2,2026-06-10T08:46:35,IMAGE_QUALITY_OK,163.07,NORMAL,"Brightness=163.1, Blur=154.8: chất lượng ảnh tốt.",Tiếp tục pipeline hoặc gửi ảnh sang Lab 7 object detection.,brightness 60-220 AND blur_score >= 80
evt_d5e3b13b09,img_5b9176d41f,2026-06-10T08:46:38,IMAGE_QUALITY_OK,163.64,NORMAL,"Brightness=163.6, Blur=139.2: chất lượng ảnh tốt.",Tiếp tục pipeline hoặc gửi ảnh sang Lab 7 object detection.,brightness 60-220 AND blur_score >= 80
evt_362f317533,img_fdd7794fce,2026-06-10T08:46:40,LOW_LIGHT,0.0,WARNING,"Brightness=0.0 < 60: ảnh tối, AI inference có thể kém chính xác.",Cải thiện ánh sáng hoặc điều chỉnh exposure camera.,brightness < 60
evt_8cd77f5045,img_fdd7794fce,2026-06-10T08:46:40,MOTION_DETECTED,76241.0,WARNING,Frame diff score=76241.0 >= min_area=800. Chuyển động đáng kể.,Xem ảnh chụp và motion mask. Điều chỉnh min_area nếu bị false positive.,motion_score >= min_area=800 AND threshold=25
evt_b55b2aa2eb,vid_ce03d85b6f,2026-06-10T08:46:48,VIDEO_RECORDED,43,NORMAL,Đã ghi video 5s với 43 frames.,Dùng video để review sau hoặc trích frame cho Lab 7.,record_video seconds=5
